#============================================================================================
#Generated by: Timothy Wendler
#ANSOFT                                                                              10/05/19
#Coupled e-Dipole TF (10mm from source)                                              12:12:31
#--------------------------------------------------------------------------------------------
#        Freq [GHz]   sqrt(eReal^2+eImag^2) []              eReal []              eImag []
#                                 Phase='0deg'          Phase='0deg'          Phase='0deg'
24.920000000000002         13.906147410371521     8.468027201068598   -11.030568939132054
24.930000000000000         13.918720601852732     8.413905905945674   -11.087694557406071
24.940000000000001         13.931279699722886     8.359416322150254   -11.144537353559315
24.949999999999999         13.943826649089033     8.304561318825789   -11.201096505329643
24.960000000000001         13.956361538995855     8.249343419801946   -11.257369166431964
24.969999999999999         13.968884544922290     8.193763329540605   -11.313353964622713
24.980000000000000         13.981395522390940     8.137823241936555   -11.369048053224626
24.989999999999998         13.993894259660184     8.081524493970209   -11.424449151005479
25.000000000000000         14.006381732454306     8.024869855065667   -11.479555437580675
25.010000000000002         14.018857394957912     7.967861238839712   -11.534363872306173
25.020000000000000         14.031322672656751     7.910500083569060   -11.588874163268201
25.030000000000001         14.043777066920461     7.852788415933332   -11.643083285794376
25.039999999999999         14.056220784606207     7.794728311891522   -11.696989069388424
25.050000000000001         14.068654069020313     7.736321071727021   -11.750589925144793
25.059999999999999         14.081076421609851     7.677569943023183   -11.803882113999776
25.070000000000000         14.093489515132495     7.618475552374155   -11.856866237375998
25.079999999999998         14.105892418095038     7.559041226377834   -11.909538053543109
25.090000000000000         14.118285490306411     7.499267238178936   -11.961896842732452
25.100000000000001         14.130669351521844     7.439156571852495   -12.013940478523381
25.109999999999999         14.143045004089434     7.378711992218500   -12.065667462829811
25.120000000000001         14.155410864370237     7.317933831989704   -12.117074777756859
25.129999999999999         14.167768534258597     7.256825908208306   -12.168161035188707
25.140000000000001         14.180117340465014     7.195388687663645   -12.218924233450284
25.149999999999999         14.192458808707114     7.133625550082254   -12.269363208743224
25.160000000000000         14.204791896728862     7.071537681451181   -12.319475136919998
25.170000000000002         14.217117341755488     7.009126823409609   -12.369258938295559
25.180000000000000         14.229435903220615     6.946396155711318   -12.418712758244428
25.190000000000001         14.241746601175874     6.883346557868617   -12.467834070775197
25.199999999999999         14.254051800433681     6.819981536132986   -12.516622730443375
25.210000000000001         14.266349317670718     6.756302333905635   -12.565074676525605
25.219999999999999         14.278640886473363     6.692310569287252   -12.613190112302080
25.230000000000000         14.290926201966462     6.628008756268046   -12.660966457458359
25.239999999999998         14.303205711446582     6.563399944901291   -12.708401740078406
25.250000000000000         14.315480157953766     6.498484124625707   -12.755495922728981
25.260000000000002         14.327749212728799     6.433265611101863   -12.802245548335062
25.270000000000000         14.340013865030111     6.367745742126626   -12.848650194198768
25.280000000000001         14.352273231182085     6.301926137401210   -12.894707203393388
25.289999999999999         14.364528893942204     6.235809638782939   -12.940416086577828
25.300000000000001         14.376779947704291     6.169397916786128   -12.985774178271667
25.309999999999999         14.389027838428772     6.102693561834774   -13.030780998290876
25.320000000000000         14.401271858189940     6.035697656572452   -13.075434407006879
25.329999999999998         14.413512455711942     5.968413737749568   -13.119732419756339
25.340000000000000         14.425751213148970     5.900843625554764   -13.163675116411021
25.350000000000001         14.437987012877940     5.832988859529543   -13.207259744119380
25.359999999999999         14.450220766746435     5.764851957169336   -13.250485354115554
25.370000000000001         14.462452410424445     5.696435249488959   -13.293350035719797
25.379999999999999         14.474682406134107     5.627740655805420   -13.335852648760147
25.390000000000001         14.486912119174624     5.558770411364756   -13.377992908595232
25.399999999999999         14.499139287643969     5.489526762748143   -13.419766615093302
25.410000000000000         14.511367438747941     5.420011883169869   -13.461175882093338
25.420000000000002         14.523594226125818     5.350227798238556   -13.502216549593276
25.430000000000000         14.535822791712473     5.280177335966780   -13.542890073127321
25.440000000000001         14.548050645879504     5.209861726381628   -13.583192496135027
25.449999999999999         14.560279584623983     5.139283615275036   -13.623123926037797
25.460000000000001         14.572509585112467     5.068445058970378   -13.662682763366552
25.469999999999999         14.584741698279352     4.997348436115868   -13.701868449725342
25.480000000000000         14.596974367486823     4.925996012509989   -13.740677711445059
25.489999999999998         14.609209630439871     4.854389251141016   -13.779111401848221
25.500000000000000         14.621448543566251     4.782531582255908   -13.817168638215300
25.510000000000002         14.633690099654354     4.710423292804027   -13.854847467053945
25.520000000000000         14.645934145200126     4.638068988616820   -13.892145372201153
25.530000000000001         14.658182467596506     4.565469207056264   -13.929063291290431
25.539999999999999         14.670435184869334     4.492626087900442   -13.965599856353055
25.550000000000001         14.682691726645203     4.419542728878092   -14.001752690549718
25.559999999999999         14.694953536487903     4.346220450306606   -14.037522118838316
25.570000000000000         14.707219797623736     4.272661968014942   -14.072905665948815
25.579999999999998         14.719493025324045     4.198869328255920   -14.107904567539252
25.590000000000000         14.731771429242482     4.124844370354220   -14.142515630672012
25.600000000000001         14.744056104202587     4.050589656608686   -14.176738476731815
25.609999999999999         14.756347514696595     3.976106947774372   -14.210572314806774
25.620000000000001         14.768646863450266     3.901398902609321   -14.244016876570253
25.629999999999999         14.780953053817825     3.826467365463091   -14.277069751185376
25.640000000000001         14.793267868521831     3.751314144146333   -14.309731528640503
25.649999999999999         14.805590787679272     3.675941870637279   -14.342000206941464
25.660000000000000         14.817923119698737     3.600352875188706   -14.373875773618707
25.670000000000002         14.830263868779536     3.524549102933750   -14.405355949737467
25.680000000000000         14.842615154269842     3.448532309297437   -14.436441719810752
25.690000000000001         14.854976127188078     3.372305038752756   -14.467130830435263
25.699999999999999         14.867348342790230     3.295868846629105   -14.497423746710556
25.710000000000001         14.879730335453246     3.219226567027452   -14.527317548878464
25.719999999999999         14.892125222870561     3.142379663169923   -14.556814339207381
25.730000000000000         14.904530818579602     3.065330781523589   -14.585910534547821
25.739999999999998         14.916949203894891     2.988081710299840   -14.614607119048806
25.750000000000000         14.929380895017200     2.910635028063759   -14.642903320104004
25.760000000000002         14.941825109451266     2.832991591060997   -14.670797396406440
25.770000000000000         14.954282972714909     2.755155077011780   -14.698289006875843
25.780000000000001         14.966755301644969     2.677125742069568   -14.725378162222738
25.789999999999999         14.979242378895924     2.598907720433701   -14.752063615182173
25.800000000000001         14.991744698776950     2.520501412614595   -14.778345027177927
25.809999999999999         15.004262495355093     2.441909360663201   -14.804221414982447
25.820000000000000         15.016796365424371     2.363133641816149   -14.829692258153552
25.829999999999998         15.029347555810920     2.284176404744756   -14.854757692583444
25.840000000000000         15.041914413313808     2.205039750477921   -14.879414938641572
25.850000000000001         15.054499572183035     2.125725037654191   -14.903665671006891
25.859999999999999         15.067102730081437     2.046235034982576   -14.927508394251110
25.870000000000001         15.079724096043167     1.966571385337969   -14.950942304722963
25.879999999999999         15.092364836118982     1.886736102881373   -14.973967517815870
25.890000000000001         15.105025827576760     1.806731125727613   -14.996583874039048
25.899999999999999         15.117704947821009     1.726558180715554   -15.018788224686304
25.910000000000000         15.130405752268366     1.646219948330810   -15.040583037568503
25.920000000000002         15.143128231594801     1.565717501082580   -15.061967379639594
25.930000000000000         15.155871478921071     1.485053402462472   -15.082939258559911
25.940000000000001         15.168637469488433     1.404229270555992   -15.103499688366345
25.949999999999999         15.181425343784250     1.323246735164592   -15.123646833577244
25.960000000000001         15.194238073989029     1.242108116215780   -15.143382649747998
25.969999999999999         15.207073753270771     1.160815467224264   -15.162704230725787
25.980000000000000         15.219933147228344     1.079369945551611   -15.181611427208246
25.989999999999998         15.232817562802648     0.997774218969838   -15.200104522982331
26.000000000000000         15.245728492945185     0.916029638210680   -15.218184089520021
26.010000000000002         15.258663711233526     0.834137874196627   -15.235846949196674
26.020000000000000         15.271626461824088     0.752101403129424   -15.253095366806583
26.030000000000001         15.284615998796742     0.669922000592281   -15.269927660070815
26.039999999999999         15.297633965555914     0.587600303756059   -15.286344586825058
26.050000000000001         15.310679368360644     0.505139394877343   -15.302344163966749
26.059999999999999         15.323753794888049     0.422540471655570   -15.317927076342901
26.070000000000000         15.336857720053018     0.339805345480240   -15.333092873009441
26.079999999999998         15.349991734729036     0.256935700351502   -15.347841226118238
26.090000000000000         15.363156282760738     0.173933684794386   -15.362171657738518
26.100000000000001         15.376352787578275     0.090800374873947   -15.376084688241964
26.109999999999999         15.389580072671954     0.007537998076541   -15.389578226571601
26.120000000000001         15.402840056568300    -0.075851856931073   -15.402653287795095
26.129999999999999         15.416133268687593    -0.159367848526424   -15.415309495653744
26.140000000000001         15.429460182563524    -0.243008333609998   -15.427546417856252
26.149999999999999         15.442821150768610    -0.326770954649792   -15.439363517898775
26.160000000000000         15.456217364502496    -0.410654710436206   -15.450761079233121
26.170000000000002         15.469648870823264    -0.494658087290662   -15.461738245205208
26.180000000000000         15.483117824848165    -0.578778846506447   -15.472296294505467
26.190000000000001         15.496621633998167    -0.663015853416639   -15.482431722614448
26.199999999999999         15.510164711581183    -0.747367506036305   -15.492148049618532
26.210000000000001         15.523744682022407    -0.831832258765757   -15.501441998920477
26.219999999999999         15.537364007980775    -0.916408490693339   -15.510315141694626
26.230000000000000         15.551022633870184    -1.001094772914533   -15.518766517181254
26.239999999999998         15.564722029923669    -1.085889093148457   -15.526796731656288
26.250000000000000         15.578461661055977    -1.170791262998176   -15.534404254540245
26.260000000000002         15.592242996413255    -1.255798520855490   -15.541589742822817
26.270000000000000         15.606066225406835    -1.340909678931190   -15.548352461426020
26.280000000000001         15.619933186568760    -1.426123743024621   -15.554693305316357
26.289999999999999         15.633843403287020    -1.511438986075721   -15.560610905419860
26.300000000000001         15.647797024922555    -1.596853679716746   -15.566104524213831
26.309999999999999         15.661796716866396    -1.682367325436494   -15.571175825311032
26.320000000000000         15.675842474160120    -1.767977637611949   -15.575823970101439
26.329999999999998         15.689934291260842    -1.853684214858655   -15.580047910570324
26.340000000000000         15.704073384221266    -1.939484573257657   -15.583848062885568
26.350000000000001         15.718260699173266    -2.025378313668485   -15.587224322941410
26.359999999999999         15.732496023602693    -2.111363545213460   -15.590175595952029
26.370000000000001         15.746780380740308    -2.197439195654522   -15.592701925601897
26.379999999999999         15.761116772337276    -2.283604469493157   -15.594805306196108
26.390000000000001         15.775503018054303    -2.369857295292839   -15.596482676314803
26.399999999999999         15.789940977709170    -2.456197127513866   -15.597734827542487
26.410000000000000         15.804431813829597    -2.542622248912262   -15.598562018895377
26.420000000000002         15.818975999543465    -2.629131974254068   -15.598963643014464
26.430000000000000         15.833573993648056    -2.715724212166073   -15.598939304189340
26.440000000000001         15.848227431590052    -2.802399217452586   -15.598489393188833
26.449999999999999         15.862936365425458    -2.889154664460619   -15.597613133372775
26.460000000000001         15.877701462906090    -2.975990128681711   -15.596310028309876
26.469999999999999         15.892523775300779    -3.062904345613673   -15.594580113556164
26.480000000000000         15.907404738905594    -3.149896023508803   -15.592423819549017
26.489999999999998         15.922344806699552    -3.236964120836271   -15.589840519513048
26.500000000000000         15.937344548105374    -3.324108244154501   -15.586829556589375
26.510000000000002         15.952405477514333    -3.411326374864956   -15.583391571900515
26.520000000000000         15.967526746402354    -3.498618498395676   -15.579524350883057
26.530000000000001         15.982711492553690    -3.585982798436675   -15.575230143517112
26.539999999999999         15.997959878184318    -3.673418895034518   -15.570507823626004
26.550000000000001         16.013271553666577    -3.760925180316018   -15.565356007478023
26.559999999999999         16.028648834161963    -3.848501639497504   -15.559775659683101
26.570000000000000         16.044091504270778    -3.936147153850931   -15.553765389147575
26.579999999999998         16.059601858662219    -4.023860513989842   -15.547326407543531
26.590000000000000         16.075180318145126    -4.111640903774543   -15.540457887053664
26.600000000000001         16.090826912044339    -4.199487636924548   -15.533158542314832
26.609999999999999         16.106542960419990    -4.287400072943578   -15.525428391847296
26.620000000000001         16.122330577519019    -4.375377507897592   -15.517268281311264
26.629999999999999         16.138187898684297    -4.463418603688782   -15.508675089171389
26.640000000000001         16.154119604477518    -4.551522482413074   -15.499652360225801
26.649999999999999         16.170124092605025    -4.639689591020423   -15.490196695627279
26.660000000000000         16.186203333293864    -4.727917890366598   -15.480309130268841
26.670000000000002         16.202357392070859    -4.816208036489249   -15.469987886538554
26.680000000000000         16.218588643381526    -4.904558664561814   -15.459234194781313
26.690000000000001         16.234897197403917    -4.992969164542938   -15.448046670443388
26.699999999999999         16.251285141016801    -5.081438341395889   -15.436426176975848
26.710000000000001         16.267752909489424    -5.169967224764910   -15.424371093145361
26.719999999999999         16.284300492612424    -5.258553455574585   -15.411880420265460
26.730000000000000         16.300929559552717    -5.347197816542823   -15.398953861099111
26.739999999999998         16.317641243605241    -5.435898812920467   -15.385591306501567
26.750000000000000         16.334437637889422    -5.524657401790544   -15.371792788706838
26.760000000000002         16.351318510060278    -5.613471307731951   -15.357556996303479
26.770000000000000         16.368286589449198    -5.702341546545980   -15.342884564542551
26.780000000000001         16.385340043816026    -5.791266937052606   -15.327772036903546
26.789999999999999         16.402483206888274    -5.880247202600112   -15.312222183228842
26.800000000000001         16.419714827347942    -5.969282394509801   -15.296231650508735
26.809999999999999         16.437038029387089    -6.058370962245871   -15.279802369904312
26.820000000000000         16.454452045930136    -6.147514141249972   -15.262930977205723
26.829999999999998         16.471959018515630    -6.236710943710993   -15.245618075770292
26.840000000000000         16.489560615327804    -6.325961258889954   -15.227863390429835
26.850000000000001         16.507257567485535    -6.415264249253752   -15.209665907295765
26.859999999999999         16.525052207270093    -6.504621148584706   -15.191025448151509
26.870000000000001         16.542943496909928    -6.594030324123400   -15.171939349552368
26.879999999999999         16.560934131841137    -6.683491572250825   -15.152408380281759
26.890000000000001         16.579025170280016    -6.773005629867018   -15.132431078137047
26.899999999999999         16.597218322080899    -6.862572715204414   -15.112006873984337
26.910000000000000         16.615514711200586    -6.952191957519076   -15.091135017086359
26.920000000000002         16.633913042185519    -7.041862999804671   -15.069811829846165
26.930000000000000         16.652419723131949    -7.131586384286088   -15.048041675873282
26.940000000000001         16.671032144152225    -7.221362503838061   -15.025818990641357
26.949999999999999         16.689753371101055    -7.311190120437631   -15.003145223952018
26.960000000000001         16.708584132952446    -7.401070878287932   -14.980017809819470
26.969999999999999         16.727525741425552    -7.491003990959376   -14.956435960397958
26.980000000000000         16.746581466199174    -7.580989998263331   -14.932400391439984
26.989999999999998         16.765750016732131    -7.671028340550131   -14.907907224759287
27.000000000000000         16.785033793341611    -7.761119690520704   -14.882956043509356
27.010000000000002         16.804434918898306    -7.851263910680089   -14.857546498272892
27.020000000000000         16.823953972829834    -7.941462040521293   -14.831675830426452
27.030000000000001         16.843593527442593    -8.031714067305085   -14.805344037163056
27.039999999999999         16.863354801057163    -8.122019571901786   -14.778549767145014
27.050000000000001         16.883238223605904    -8.212379158558059   -14.751290162935197
27.059999999999999         16.903247526793965    -8.302793777341837   -14.723565887481199
27.070000000000000         16.923382430520043    -8.393263769073183   -14.695373292039841
27.079999999999998         16.943645835154669    -8.483788681830056   -14.666712780620148
27.090000000000000         16.964037588548400    -8.574370215978048   -14.637579947007348
27.100000000000001         16.984560878947953    -8.665008089754529   -14.607975323609288
27.109999999999999         17.005218207382288    -8.755702868062853   -14.577898118963583
27.120000000000001         17.026010131759087    -8.846455808196437   -14.547344796917084
27.129999999999999         17.046937132141249    -8.937265972598151   -14.516312979617631
27.140000000000001         17.068002838550150    -9.028135382999441   -14.484802118185446
27.149999999999999         17.089208846118947    -9.119064647243167   -14.452810070905585
27.160000000000000         17.110555664503448    -9.210053487057879   -14.420333904372809
27.170000000000002         17.132047343938432    -9.301103806166527   -14.387373428873749
27.180000000000000         17.153684010219209    -9.392215760126602   -14.353924837398296
27.190000000000001         17.175468535163702    -9.483390397114349   -14.319986940577765
27.199999999999999         17.197401531249461    -9.574628221153768   -14.285556126861398
27.210000000000001         17.219486136803386    -9.665930289205827   -14.250631370566619
27.219999999999999         17.241724243527230    -9.757297936209458   -14.215209877939801
27.230000000000000         17.264117807505119    -9.848731730610355   -14.179289367591176
27.239999999999998         17.286668264963019    -9.940232571701388   -14.142866616190874
27.250000000000000         17.309378468049466   -10.031801795000689   -14.105939731049308
27.260000000000002         17.332250674520665   -10.123439429280110   -14.068506941609652
27.270000000000000         17.355287371584687   -10.215148817626945   -14.030564293143083
27.280000000000001         17.378488010717632   -10.306929329917864   -13.992106822302903
27.289999999999999         17.401857888262629   -10.398782750528275   -13.953134962100950
27.300000000000001         17.425398221011509   -10.490710407766114   -13.913644321356603
27.309999999999999         17.448728483217106   -10.582712977120808   -13.873150749736368
27.320000000000000         17.471829103073357   -10.674792576319440   -13.831616523731292
27.329999999999998         17.495110010021648   -10.766950521451275   -13.789548605062453
27.340000000000000         17.518573455440311   -10.859187198198830   -13.746943998872352
27.350000000000001         17.542222515547149   -10.951505556455773   -13.703798627821694
27.359999999999999         17.566059463526354   -11.043906198426804   -13.660109112173807
27.370000000000001         17.590087970258725   -11.136391286857638   -13.615872498941886
27.379999999999999         17.614310204322898   -11.228962129072736   -13.571084462118863
27.390000000000001         17.638729006840730   -11.321620022769011   -13.525741422813036
27.399999999999999         17.663346004177093   -11.414366769449099   -13.479837659103133
27.410000000000000         17.688163796499612   -11.507204190410668   -13.433368535553349
27.420000000000002         17.713189208763044   -11.600135439042306   -13.386333693036129
27.430000000000000         17.738419379343544   -11.693160179688988   -13.338722843271256
27.440000000000001         17.763861503855939   -11.786280542520021   -13.290536727355629
27.449999999999999         17.789518173328204   -11.879500928157315   -13.241767802566393
27.460000000000001         17.815390536947415   -11.972820337387178   -13.192411195554946
27.469999999999999         17.841482678103404   -12.066242172776919   -13.142461869108221
27.480000000000000         17.867798475644857   -12.159769413661150   -13.091914687044348
27.489999999999998         17.894340676555682   -12.253402542966752   -13.040765099051944
27.500000000000000         17.921113013493553   -12.347145379231218   -12.989006606609188
27.510000000000002         17.948118542714390   -12.440998568620691   -12.936634563861888
27.520000000000000         17.975360255897705   -12.534965287522967   -12.883641626881007
27.530000000000001         18.002841689567976   -12.629048356142571   -12.830021298417995
27.539999999999999         18.030567222021826   -12.723249449813562   -12.775769166107644
27.550000000000001         18.058538856750658   -12.817570456321707   -12.720877062451404
27.559999999999999         18.086762847985771   -12.912015743655305   -12.665340096297291
27.570000000000000         18.115240575476854   -13.006586583039391   -12.609149319652881
27.579999999999998         18.143976896089541   -13.101286184442406   -12.552298511395019
27.590000000000000         18.172975725625356   -13.196117009736682   -12.494780613900616
27.600000000000001         18.202241321717786   -13.291082185090724   -12.436588096548604
27.609999999999999         18.231776929794716   -13.386183731503090   -12.377712838979457
27.620000000000001         18.261586374801873   -13.481425219699648   -12.318145597856672
27.629999999999999         18.291675634554611   -13.576809158761998   -12.257881162187664
27.640000000000001         18.322046846143827   -13.672338841814238   -12.196907445205390
27.649999999999999         18.352706395612138   -13.768017947477780   -12.135217914873733
27.660000000000000         18.383657886884002   -13.863849231594086   -12.072802565503192
27.670000000000002         18.414904883057201   -13.959835220239267   -12.009651222071820
27.680000000000000         18.446452139054848   -14.055978775335339   -11.945754776729837
27.690000000000001         18.478305451112593   -14.152284031785616   -11.881103864047452
27.699999999999999         18.510470016406849   -14.248755901796567   -11.815686839084492
27.710000000000001         18.542948237812901   -14.345393702061815   -11.749493984127730
27.719999999999999         18.575748654296262   -14.442205671897067   -11.682514001627116
27.730000000000000         18.608872449360955   -14.539191859730110   -11.614733483922173
27.739999999999998         18.642327339952761   -14.636357136736640   -11.546143010367080
27.750000000000000         18.676118283356129   -14.733704682885262   -11.476730390291214
27.760000000000002         18.710250526990492   -14.831239470014717   -11.406481077257158
27.770000000000000         18.744726764789512   -14.928961518392025   -11.335382193335446
27.780000000000001         18.779556946112550   -15.026878601764531   -11.263422152264175
27.789999999999999         18.814745443808970   -15.124994677215248   -11.190584530288877
27.800000000000001         18.850295506600389   -15.223309688020684   -11.116855797786279
27.809999999999999         18.886217552157344   -15.321832189196678   -11.042222230761009
27.820000000000000         18.922512491866552   -15.420561379714380   -10.966666117800209
27.829999999999998         18.959189784879722   -15.519505016157591   -10.890171777917327
27.840000000000000         18.996255235286235   -15.618665615156699   -10.812723864321214
27.850000000000001         19.033713675850844   -15.718046005164753   -10.734304172781572
27.859999999999999         19.071573493856860   -15.817652415487046   -10.654895006259817
27.870000000000001         19.109839179656877   -15.917486484380468   -10.574477646291285
27.879999999999999         19.148518640714322   -16.017553661182852   -10.493032966921987
27.890000000000001         19.187619213054941   -16.117857976495962   -10.410542027901357
27.899999999999999         19.227146902958108   -16.218402915952609   -10.326983338988763
27.910000000000000         19.267108855645517   -16.319192723600509   -10.242335305255249
27.920000000000002         19.307513015468611   -16.420231253671400   -10.156577396861739
27.930000000000000         19.348365764217061   -16.521522748992446   -10.069684394282273
27.940000000000001         19.389674180939849   -16.623069185067376    -9.981634921768523
27.949999999999999         19.431447038546427   -16.724876470229383    -9.892403199799446
27.960000000000001         19.473690866246450   -16.826947207165365    -9.801963254440412
27.969999999999999         19.516414438401082   -16.929285808519364    -9.710289107173640
27.980000000000000         19.559624260580495   -17.031894537509835    -9.617352529580669
27.989999999999998         19.603330586945315   -17.134778053477753    -9.523127173314599
28.000000000000000         19.647539043267244   -17.237938084077673    -9.427580870308951
