#============================================================================================
#ANSOFT                                                                              01/15/20
#Slot TF - 10 slots at spacing 7.753mm and an array input impedance 435 Ohms         12:41:36
#
#--------------------------------------------------------------------------------------------
#        Freq [GHz]            osVre []             osVim []
#                          Phase='0deg'         Phase='0deg'
24.000000000000000   0.001102426041733    0.002247001893791
24.010000000000002   0.001112333255768    0.002257552283227
24.020000000000000   0.001122532903673    0.002268253190801
24.030000000000001   0.001133035318375    0.002279100358479
24.039999999999999   0.001143870980161    0.002290099420748
24.050000000000001   0.001154989184992    0.002301192324725
24.059999999999999   0.001166447485476    0.002312451544951
24.070000000000000   0.001178266224604    0.002323829742346
24.079999999999998   0.001190450834647    0.002335346804629
24.090000000000000   0.001202986315449    0.002346957423728
24.100000000000001   0.001215905296528    0.002358685071575
24.109999999999999   0.001229191614735    0.002370486907331
24.120000000000001   0.001242881482866    0.002382391042495
24.129999999999999   0.001256976480655    0.002394378015231
24.140000000000001   0.001271540294207    0.002406439010149
24.149999999999999   0.001286470883328    0.002418575283995
24.160000000000000   0.001301805664003    0.002430807181032
24.170000000000002   0.001317607404875    0.002442983602314
24.180000000000000   0.001333878008964    0.002455254252874
24.190000000000001   0.001350622309434    0.002467573651281
24.199999999999999   0.001367825325386    0.002479890244124
24.210000000000001   0.001385519943818    0.002492194497407
24.219999999999999   0.001403669992214    0.002504512927314
24.230000000000000   0.001422399950350    0.002516845687725
24.239999999999998   0.001441615577952    0.002529097547290
24.250000000000000   0.001461335243522    0.002541333464535
24.260000000000002   0.001481588399576    0.002553522107541
24.270000000000000   0.001502368800410    0.002565654255345
24.280000000000001   0.001523798816969    0.002577710348797
24.289999999999999   0.001545719657895    0.002589644229531
24.300000000000001   0.001568253555577    0.002601473466205
24.309999999999999   0.001591319413306    0.002613068458444
24.320000000000000   0.001614992753361    0.002624778376615
24.329999999999998   0.001639200564791    0.002636193056292
24.340000000000000   0.001664131241961    0.002647459080579
24.350000000000001   0.001689700151548    0.002658411852295
24.359999999999999   0.001715847899646    0.002669235621262
24.370000000000001   0.001742635552440    0.002679825346150
24.379999999999999   0.001770071850726    0.002690160421059
24.390000000000001   0.001798165614877    0.002700218894354
24.399999999999999   0.001826916306510    0.002709916651265
24.410000000000000   0.001856394491028    0.002719479274644
24.420000000000002   0.001886392840865    0.002728509929795
24.430000000000000   0.001917278464795    0.002737181322586
24.440000000000001   0.001948829742524    0.002745592788517
24.449999999999999   0.001980980196750    0.002753422677856
24.460000000000001   0.002013890705637    0.002760853209422
24.469999999999999   0.002047514222301    0.002767796207173
24.480000000000000   0.002081855144065    0.002774220035554
24.489999999999998   0.002116906749027    0.002780040217268
24.500000000000000   0.002152761020738    0.002785405367039
24.510000000000002   0.002189212217050    0.002790041104807
24.520000000000000   0.002226447307530    0.002794045811644
24.530000000000001   0.002264406291728    0.002797353338426
24.539999999999999   0.002303086765298    0.002799923889023
24.550000000000001   0.002342505825606    0.002801713268313
24.559999999999999   0.002382634099139    0.002802722633112
24.570000000000000   0.002423376512409    0.002802792834291
24.579999999999998   0.002464914294433    0.002801991275979
24.590000000000000   0.002507103376019    0.002800231354331
24.600000000000001   0.002549906604178    0.002797429936582
24.609999999999999   0.002593466564872    0.002793648520495
24.620000000000001   0.002637603616028    0.002788726432434
24.629999999999999   0.002682348040612    0.002782649233100
24.640000000000001   0.002727676090456    0.002775290313228
24.649999999999999   0.002773550643337    0.002766820838107
24.660000000000000   0.002819945760933    0.002756963552118
24.670000000000002   0.002866847210651    0.002745764565133
24.680000000000000   0.002914137337712    0.002733094854770
24.690000000000001   0.002961879654396    0.002718979355920
24.699999999999999   0.003009900321842    0.002703330649752
24.710000000000001   0.003058242740300    0.002686105616983
24.719999999999999   0.003106814862776    0.002667250036735
24.730000000000000   0.003155551944719    0.002646714380995
24.739999999999998   0.003204384502161    0.002624450992237
24.750000000000000   0.003253237725071    0.002600414729193
24.760000000000002   0.003302031658614    0.002574563221321
24.770000000000000   0.003350681428314    0.002546857673230
24.780000000000001   0.003399096375256    0.002517263113144
24.789999999999999   0.003447181534579    0.002485749417004
24.800000000000001   0.003494836579215    0.002452291151139
24.809999999999999   0.003541956816677    0.002416869034104
24.820000000000000   0.003588433038605    0.002379469684269
24.829999999999998   0.003634152048039    0.002340086998509
24.840000000000000   0.003678997208373    0.002298722139069
24.850000000000001   0.003722848591721    0.002255384352100
24.859999999999999   0.003765584043054    0.002210091480097
24.870000000000001   0.003807080137972    0.002162870606290
24.879999999999999   0.003847211661153    0.002113758036622
24.890000000000001   0.003885853578936    0.002062800072088
24.899999999999999   0.003922882103584    0.002010052881989
24.910000000000000   0.003958174042225    0.001955583616723
24.920000000000002   0.003991609981399    0.001899469132349
24.930000000000000   0.004023073788178    0.001841796965721
24.940000000000001   0.004052454129923    0.001782664921875
24.949999999999999   0.004079645531036    0.001722180763374
24.960000000000001   0.004104549693952    0.001660461801927
24.969999999999999   0.004127076326652    0.001597634421637
24.980000000000000   0.004147143814392    0.001533833365970
24.989999999999998   0.004164680717343    0.001469200936830
25.000000000000000   0.004179625939416    0.001403886287247
25.010000000000002   0.004191930296507    0.001338044129724
25.020000000000000   0.004201566845065    0.001271843143571
25.030000000000001   0.004208488366697    0.001205375194546
25.039999999999999   0.004212705449577    0.001138996805082
25.050000000000001   0.004214188184100    0.001072630858041
25.059999999999999   0.004212987940650    0.001006590388508
25.070000000000000   0.004209117878427    0.000941003878663
25.079999999999998   0.004202619265994    0.000876031818298
25.090000000000000   0.004193545480820    0.000811830351176
25.100000000000001   0.004181961961839    0.000748550099105
25.109999999999999   0.004167944869797    0.000686335084082
25.120000000000001   0.004151581873974    0.000625321706043
25.129999999999999   0.004132969575236    0.000565637786622
25.140000000000001   0.004112285843636    0.000507456931042
25.149999999999999   0.004089425246483    0.000450722678819
25.160000000000000   0.004064725146619    0.000395698299135
25.170000000000002   0.004038237861829    0.000342416082783
25.180000000000000   0.004010123844790    0.000290950315734
25.190000000000001   0.003980418568443    0.000241372053396
25.199999999999999   0.003949352252908    0.000193729249610
25.210000000000001   0.003917027320962    0.000148066836570
25.219999999999999   0.003883563600166    0.000104394297914
25.230000000000000   0.003849138139350    0.000062801461180
25.239999999999998   0.003813838780443    0.000023232024316
25.250000000000000   0.003777808632930   -0.000014289026931
25.260000000000002   0.003741173161965   -0.000049768310603
25.270000000000000   0.003704053331403   -0.000083220749515
25.280000000000001   0.003666565751831   -0.000114668934373
25.289999999999999   0.003628821589275   -0.000144142452296
25.300000000000001   0.003590927387503   -0.000171677200760
25.309999999999999   0.003552983233184   -0.000197314738562
25.320000000000000   0.003515083671976   -0.000221101581190
25.329999999999998   0.003477316781059   -0.000243088561706
25.340000000000000   0.003439765163282   -0.000263330212910
25.350000000000001   0.003402505219612   -0.000281884126663
25.359999999999999   0.003365606500624   -0.000298810391164
25.370000000000001   0.003329133475711   -0.000314171095320
25.379999999999999   0.003293062695751   -0.000327968316473
25.390000000000001   0.003257691211395   -0.000340450785929
25.399999999999999   0.003222874217638   -0.000351439401950
25.410000000000000   0.003188631281799   -0.000361221769083
25.420000000000002   0.003154994324893   -0.000369739819082
25.430000000000000   0.003122104981894   -0.000377061349485
25.440000000000001   0.003089936536281   -0.000383269049015
