#============================================================================================
#ANSOFT                                                                              01/17/20
#MaG Dipole 12mm TF                                                                  21:51:40
#
#--------------------------------------------------------------------------------------------
#        Freq [GHz]                eRe []                eIm []
#                            Phase='0deg'          Phase='0deg'
26.690000000000001    -9.131541374094599   -25.797158560454971
26.699999999999999    -9.297894596872613   -25.759210685019816
26.710000000000001    -9.464142750649582   -25.720192896741644
26.719999999999999    -9.630276700629983   -25.680109233347867
26.730000000000000    -9.796291606691444   -25.638956135956633
26.739999999999998    -9.962179561205494   -25.596736058046215
26.750000000000000   -10.127934568319906   -25.553445817789353
26.760000000000002   -10.293551033316323   -25.509086604182592
26.770000000000000   -10.459019291054691   -25.463659714004784
26.780000000000001   -10.624335112485580   -25.417162985050624
26.789999999999999   -10.789490996218756   -25.369599085998761
26.800000000000001   -10.954479165506843   -25.320964419877605
26.809999999999999   -11.119293539785344   -25.271260023776879
26.820000000000000   -11.283929376084290   -25.220488376938668
26.829999999999998   -11.448376610902297   -25.168649531737319
26.840000000000000   -11.612629774223741   -25.115740254377496
26.850000000000001   -11.776682347880156   -25.061764594305771
26.859999999999999   -11.940527786830209   -25.006719723299657
26.870000000000001   -12.104158001182379   -24.950607813102462
26.879999999999999   -12.267567585197916   -24.893430090025547
26.890000000000001   -12.430748393634911   -24.835182875790025
26.899999999999999   -12.593694040732952   -24.775871649475274
26.910000000000000   -12.756398784213875   -24.715493788230262
26.920000000000002   -12.918853993667327   -24.654050787791537
26.930000000000000   -13.081054775616726   -24.591542462818527
26.940000000000001   -13.242991176715051   -24.527970141659463
26.949999999999999   -13.404659960889822   -24.463334184428117
26.960000000000001   -13.566052574086937   -24.397635371063568
26.969999999999999   -13.727161871094520   -24.330875210170966
26.980000000000000   -13.887981414984887   -24.263052088353287
26.989999999999998   -14.048503451017776   -24.194169824482245
27.000000000000000   -14.208722281211291   -24.124226849028908
27.010000000000002   -14.368629444902938   -24.053226252888763
27.020000000000000   -14.528221130773208   -23.981164745575011
27.030000000000001   -14.687487306957550   -23.908049936332809
27.039999999999999   -14.846421407550780   -23.833876772276049
27.050000000000001   -15.005019259953766   -23.758648295928840
27.059999999999999   -15.163271169687244   -23.682366438543941
27.070000000000000   -15.321170424510809   -23.605033674416518
27.079999999999998   -15.478710218087697   -23.526645928678072
27.090000000000000   -15.635884512745340   -23.447209908108775
27.100000000000001   -15.792685638698499   -23.366725926817278
27.109999999999999   -15.949109087549180   -23.285192554535133
27.120000000000001   -16.105144136819554   -23.202614545432642
27.129999999999999   -16.260785434538814   -23.118990523617018
27.140000000000001   -16.416026035357351   -23.034322104248162
27.149999999999999   -16.570861255767930   -22.948611237683956
27.160000000000000   -16.725279168669580   -22.861860187335022
27.170000000000002   -16.879277003616711   -22.774069503889116
27.180000000000000   -17.032845765864444   -22.685243087394841
27.190000000000001   -17.185979715749980   -22.595381218455689
27.199999999999999   -17.338672198761902   -22.504484115066393
27.210000000000001   -17.490914566431343   -22.412553826765055
27.219999999999999   -17.642701156639976   -22.319594063314682
27.230000000000000   -17.794023562767322   -22.225604976054164
27.239999999999998   -17.944876702861777   -22.130589414259788
27.250000000000000   -18.095253620371260   -22.034548222785226
27.260000000000002   -18.245145779287096   -21.937485094242479
27.270000000000000   -18.394546547716512   -21.839401094135209
27.280000000000001   -18.543448790568949   -21.740296414162891
27.289999999999999   -18.691847517027604   -21.640177609093580
27.300000000000001   -18.839734764312933   -21.539042073410670
27.309999999999999   -18.987102995298685   -21.436894415370958
27.320000000000000   -19.133945318224157   -21.333736992342690
27.329999999999998   -19.280256068851862   -21.229571550530682
27.340000000000000   -19.426027283351679   -21.124401228607713
27.350000000000001   -19.571250195542891   -21.018226156650368
27.359999999999999   -19.715921511778689   -20.911052070719172
27.370000000000001   -19.860031040462527   -20.802878431388223
27.379999999999999   -20.003575046858543   -20.693709193257622
27.390000000000001   -20.146543499749679   -20.583547122687751
27.399999999999999   -20.288931888434156   -20.472392632589152
27.410000000000000   -20.430731717502411   -20.360253489113902
27.420000000000002   -20.571937770070484   -20.247125569646265
27.430000000000000   -20.712542549934753   -20.133019013514094
27.440000000000001   -20.852536921237238   -20.017929439241211
27.449999999999999   -20.991917287837367   -19.901864881323974
27.460000000000001   -21.130672526759248   -19.784825152104343
27.469999999999999   -21.268802151808565   -19.666815883163643
27.480000000000000   -21.406293166792480   -19.547837432177907
27.489999999999998   -21.543141378096369   -19.427896734287884
27.500000000000000   -21.679341510079247   -19.306991067393014
27.510000000000002   -21.814883152410363   -19.185126821920779
27.520000000000000   -21.949761967532599   -19.062309697393477
27.530000000000001   -22.083969882178600   -18.938538021195310
27.539999999999999   -22.217501756598086   -18.813818985731888
27.550000000000001   -22.350349540697316   -18.688153890004330
27.559999999999999   -22.482505991151761   -18.561546001005446
27.570000000000000   -22.613964592935766   -18.433999646058023
27.579999999999998   -22.744719218500542   -18.305518379623781
27.590000000000000   -22.874762340188465   -18.176106122211223
27.600000000000001   -23.004088401191247   -18.045765807104083
27.609999999999999   -23.132687473037716   -17.914498475308346
27.620000000000001   -23.260559492974000   -17.782314111882553
27.629999999999999   -23.387690950317079   -17.649209838529941
27.640000000000001   -23.514076642906893   -17.515193640738833
27.649999999999999   -23.639712899508293   -17.380268210647426
27.660000000000000   -23.764589394746384   -17.244436494367633
27.670000000000002   -23.888700195564567   -17.107705407295956
27.680000000000000   -24.012041353577047   -16.970074351732489
27.690000000000001   -24.134604473021206   -16.831551607150857
27.699999999999999   -24.256383754073369   -16.692137400783050
27.710000000000001   -24.377368376353790   -16.551840870763758
27.719999999999999   -24.497557718104208   -16.410661158912319
27.730000000000000   -24.616941993391670   -16.268605696725505
27.739999999999998   -24.735513674754486   -16.125679472748480
27.750000000000000   -24.853269108837772   -15.981882267297356
27.760000000000002   -24.970201188275688   -15.837223476484434
27.770000000000000   -25.086299821054190   -15.691703465318541
27.780000000000001   -25.201562875345246   -15.545329885705291
27.789999999999999   -25.315983694250189   -15.398107855080498
27.800000000000001   -25.429552768615260   -15.250038423065401
27.809999999999999   -25.542265033460890   -15.101128926307000
27.820000000000000   -25.654114767208416   -14.951384731580715
27.829999999999998   -25.765095279354590   -14.800807128566380
27.840000000000000   -25.875199544617484   -14.649404423101434
27.850000000000001   -25.984422283075471   -14.497042244396972
27.859999999999999   -26.092757688704911   -14.343205907030093
27.870000000000001   -26.200196207371039   -14.188556692291449
27.879999999999999   -26.306735515248455   -14.033098847728136
27.890000000000001   -26.412366510040695   -13.876835901383563
27.899999999999999   -26.517083182160551   -13.719775316787617
27.910000000000000   -26.620882786917218   -13.561921940800225
27.920000000000002   -26.723755749768895   -13.403280957950145
27.930000000000000   -26.825696156952464   -13.243858785090536
27.940000000000001   -26.926696809309639   -13.083658379088213
27.949999999999999   -27.026755207603109   -12.922686265190567
27.960000000000001   -27.125862478277625   -12.760948131361324
27.969999999999999   -27.224014437924012   -12.598449839230021
27.980000000000000   -27.321202390738311   -12.435196346850539
27.989999999999998   -27.417423298614974   -12.271193492586903
28.000000000000000   -27.512669845597308   -12.106446064219773
